人	重	元音	无声化	无声化（二进制）	音节（说的）	音节（预期）	词	前辅音（预期）	後辅音（预期）	前辅音（说的）	後辅音（说的）	笔记	怎么办？	Exclude
M3	2	ǝ		FALSE	sǝ＋m	sǝ＋m	sǝmǝrxeː	s	＋m	s	＋m			
M3	2	ǝ		FALSE	sǝm	sǝm	sǝmxǝn	s	m	s	m			
M3	2	ǝ		FALSE	sǝ＋l	sǝ＋l	sǝluː	s	＋l	s	＋l			
M3	2	ǝ		FALSE	sǝl	sǝl	sǝlwǝx	s	l	s	l			
M3	2	ǝ	半	TRUE	sǝ＋tʰ	sǝ＋tʰ	sǝtʰǝrxeː	s	＋tʰ	s	＋tʰ			
M3	2	ǝ		FALSE	sǝtʰ	sǝtʰ	sǝtʰrǝx	s	tʰ	s	tʰ			
M3	2	ǝ		FALSE	sǝ＋t	sǝ＋t	sǝtǝw	s	＋t	s	＋t			
M3	2	ǝ	全	TRUE	sǝ＋tʃʰ	sǝ＋tʃʰ	sǝtʃʰǝn	s	＋tʃʰ	s	＋tʃʰ			
M3	2	ǝ		FALSE	sǝtʃʰ	sǝtʃʰ	sǝtʃʰlǝx	s	tʃʰ	s	tʃʰ			
M3	2	ǝ		FALSE	sǝ+tʃ	sǝ+tʃ	sǝtʃiɡ	s	+tʃ	s	+tʃ			
M3	2	ǝ		FALSE	sǝtʃ	sǝtʃ	sǝtʃlǝx	s	tʃ	s	tʃ			
M3	2	ǝ		FALSE	sǝr	sǝr	sǝrkiːlǝx	s	r	s	r			
M3	2	ǝ		FALSE	sǝ＋r	sǝ＋r	sǝruːn	s	＋r	s	＋r			
M3	2	i		FALSE	ʃin	ʃin	ʃintʃlǝx	ʃ	n	ʃ	n			
M3	2	i		FALSE	ʃi+n	ʃi+n	ʃinǝt	ʃ	+n	ʃ	+n			
M3	2	i		FALSE	ʃiŋ	ʃiŋ	ʃiŋkǝx	ʃ	ŋ	ʃ	ŋ			
M3	2	i		FALSE	ʃi＋w	ʃi＋w	ʃiwǝː	ʃ	＋w	ʃ	＋w			
M3	2	i		FALSE	ʃiw	ʃiw	ʃiwʃiɡ	ʃ	w	ʃ	w			
M3	2	i		FALSE	ʃi＋x	ʃi＋x	ʃixǝrlǝk	ʃ	＋x	ʃ	＋x			
M3	2	i		FALSE	ʃik	ʃik	ʃikʃix	ʃ	k	ʃ	k			
M3	2	i		FALSE	ʃi＋m	ʃi＋m	ʃimǝx	ʃ	＋m	ʃ	＋m			
M3	2	i		FALSE	ʃim	ʃim	ʃimtǝx	ʃ	m	ʃ	m			
M3	2	i		FALSE	ʃi＋l	ʃi＋l	ʃilǝx	ʃ	＋l	ʃ	＋l			
M3	2	i		FALSE	ʃil	ʃil	ʃilwuːr	ʃ	l	ʃ	l			
M3	2	ɑ	全	TRUE	ʃɐ＋tʰ	ʃɐ＋tʰ	ʃitʰɐr	ʃ	＋tʰ	ʃ	＋tʰ			
M3	2	i	全	TRUE	ʃi＋tʰ	ʃi＋tʰ	ʃitʰɐːx	ʃ	＋tʰ	ʃ	＋tʰ			
M3	2	i		FALSE	ʃi＋t	ʃi＋t	ʃɪtɐm	ʃ	＋t	ʃ	＋t			
M3	2	i		FALSE	ʃitʃ	ʃitʃ	ʃitʃknǝx	ʃ	tʃ	ʃ	tʃ			
M3	2	i		FALSE	ʃi＋r	ʃi＋r	ʃirɐwtɐr	ʃ	＋r	ʃ	＋r			
M3	2	i		FALSE	ʃir	ʃir	ʃirlɐx	ʃ	r	ʃ	r			
M3	2	ɔ		FALSE	sɔn	sɔn	sɔnsɔx	s	n	s	n			
M3	2	ɔ		FALSE	sɔ＋n	sɔ＋n	sœnɔn	s	＋n	s	＋n	space character		
M3	2	ɔ		FALSE	sɔŋ	sɔŋ	sɔŋkɔx	s	ŋ	s	ŋ			
M3	2	ɔ		FALSE	sɔ＋x	sɔ＋x	sɔxɔr	s	＋x	s	＋x			
M3	2	ɔ		FALSE	sɔx	sɔx	sɔxlɔx	s	x	s	x			
M3	2	ɔ		FALSE	sɔk	sɔk	sɔktɔx	s	k	s	k			
M3	2	ɔ		FALSE	sɔ＋l	sɔ＋l	sœlɔx	s	＋l	s	＋l			
M3	2	œ		FALSE	sœl	sœl	sœlwɔx	s	l	s	l			
M3	2	ɔ		FALSE	sɔ＋t	sɔ＋t	sɔtɔn	s	＋t	s	＋t			
M3	2	ɔ		FALSE	sɔt	sɔt	sɔtlɔx	s	t	s	t			
M3	2	ɔ		FALSE	sɔtʃʰ	sɔtʃʰ	sɔtʃʰmɔk	s	tʃʰ	s	tʃʰ			
M3	2	ɔ		FALSE	sɔ＋tʃʰ	sɔ＋tʃʰ	sɔtʃʰɔx	s	＋tʃʰ	s	＋tʃʰ			
M3	2	ɔ		FALSE	sɔ＋j	sɔ＋j	sɔjɔrxɔl	s	＋j	s	＋j			
M3	2	ɔ		FALSE	sɔr	sɔr	sɔrmʊːs	s	r	s	r			
M3	2	ɔ		FALSE	sɔ＋r	sɔ＋r	sɔrɔntʃin	s	＋r	s	＋r			
M3	2	ʊ		FALSE	sʊŋ	sʊŋ	sʊŋkɐːx	s	ŋ	s	ŋ			
M3	2	ʊ		FALSE	sʊn	sʊn	sʊntlɐx	s	n	s	n			
M3	2	ʊ		FALSE	sʊ＋n	sʊ＋n	sʊnʊltʰ	s	＋n	s	＋n			
M3	2	ʊ		FALSE	sʊw	sʊw	sʊwlɐx	s	w	s	w			
M3	2	ʊ		FALSE	sʊ+w	sʊ+w	sʊwɐŋ	s	+w	s	+w			
M3	2	ʊ		FALSE	sʊk	sʊk	sʊksɐrɐx	s	k	s	k			
M3	2	ʊ		FALSE	sʊm	sʊm	sʊmtɐx	s	m	s	m			
M3	2	ʊ		FALSE	sʊl	sʊl	sʊlrɐx	s	l	s	l			
M3	2	ʊ		FALSE	sʊ+l	sʊ+l	sʊlɐwtʰɐr	s	+l	s	+l			
M3	2	ʊ		FALSE	sʊ+t	sʊ+t	sʊtɐs	s	+t	s	+t			
M3	2	ʊ		FALSE	sʊt	sʊt	sʊtlɐl	s	t	s	t			
M3	2	ʊ		FALSE	sʊ+r	sʊ+r	sʊrɐk	s	+r	s	+r			
M3	2	ʊ		FALSE	sʊr	sʊr	sʊrkɐːx	s	r	s	r			
M3	2	o		FALSE	so＋n	so＋n	sonox	s	＋n	s	＋n			
M3	2	o		FALSE	son	son	sontʃin	s	n	s	n			
M3	2	o		FALSE	soŋ	soŋ	soŋnox	s	ŋ	s	ŋ			
M3	2	o		FALSE	sox	sox	soxrox	s	x	s	x			
M3	2	o		FALSE	sok	sok	soktox	s	k	s	k			
M3	2	o		FALSE	so+m	so+m	somosteː	s	+m	s	+m			
M3	2	o		FALSE	sos	sos	soslox	s	s	s	s			
M3	2	o		FALSE	so+s	so+s	sosorxok	s	+s	s	+s			
M3	2	o		FALSE	sor	sor	sorkuːlǝx	s	r	s	r			
M3	2	u		FALSE	sun	sun	suntǝrlǝx	s	n	s	n			
M3	2	u		FALSE	suw	suw	suwlǝx	s	w	s	w			
M3	2	u		FALSE	su＋w	su＋w	suwǝktʃ	s	＋w	s	＋w			
M3	2	u		FALSE	sux	sux	suxlǝx	s	x	s	x			
M3	2	u		FALSE	su+x	su+x	suxǝːr	s	+x	s	+x			
M3	2	u		FALSE	suk	suk	sukliːx	s	k	s	k			
M3	2	u		FALSE	sum	sum	sumwǝr	s	m	s	m			
M3	2	u		FALSE	sul	sul	sulwǝː	s	l	s	l			
M3	2	u		FALSE	su＋s	su＋s	susǝk	s	＋s	s	＋s			
M3	2	u		FALSE	sus	sus	susteː	s	s	s	s			
M3	2	u		FALSE	su+tʃ	su+tʃ	sutʃik	s	+tʃ	s	+tʃ			
M3	2	u		FALSE	su+j	su+j	sujǝː	s	+j	s	+j			
M3	2	u		FALSE	su+r	su+r	surǝk	s	+r	s	+r			
M3	2	u		FALSE	sur	sur	surtʃʰix	s	r	s	r			
M3	2	ɑ		FALSE	ʃɐk	ʃɐŋ	ʃɐŋnɐx	ʃ	ŋ	ʃ	k			
M3	2	ɑ		FALSE	ʃɐw	ʃɐw	ʃɐwʃix	ʃ	w	ʃ	w			
M3	2	ɑ		FALSE	ʃɐ＋x	ʃɐ＋x	ʃɐkɐɪx	ʃ	＋x	ʃ	＋x			
M3	2	a		FALSE	ʃɐk	ʃɐk	ʃɐkʃix	ʃ	k	ʃ	k			
M3	2	a		FALSE	ʃɐm	ʃɐm	ʃɐmʃix	ʃ	m	ʃ	m			
M3	2	æ		FALSE	ʃæ＋l	ʃæ＋l	ʃælɐk	ʃ	＋l	ʃ	＋l			
M3	2	a		FALSE	ʃɐl	ʃɐl	ʃɐlmʊːn	ʃ	l	ʃ	l			
M3	2	ɑ		FALSE	ʃɐs	ʃɐs	ʃɐstʰɐr	ʃ	s	ʃ	s			
M3	2	a		FALSE	ʃɐ+ʃ	ʃɐ+ʃ	ʃɐʃintɐn	ʃ	+ʃ	ʃ	+ʃ			
M3	2	a		FALSE	ʃɐ+tʰ	ʃɐ+tʰ	ʃɐtʰɐltʃin	ʃ	+tʰ	ʃ	+tʰ			
M3	2	a		FALSE	ʃɐtʰ	ʃɐtʰ	ʃɐtʰlɐx	ʃ	tʰ	ʃ	tʰ			
M3	2	a		FALSE	ʃɐtʃ	ʃɐtʃ	ʃɐtʃkinɐx	ʃ	tʃ	ʃ	tʃ			
M3	2	a		FALSE	ʃɐ+r	ʃɐ+r	ʃɐril	ʃ	+r	ʃ	+r			
M3	2	ɑ		FALSE	ʃɐr	ʃɐr	ʃɐrtʃiknɐx	ʃ	r	ʃ	r			
M3	2	ɔ		FALSE	ʃɔŋ	ʃɔŋ	ʃɔŋʃix	ʃ	ŋ	ʃ	ŋ			
M3	2	ɔ		FALSE	ʃɔn	ʃɔn	ʃɔntʰkɔr	ʃ	n	ʃ	n			
M3	2	ɔ		FALSE	ʃɔ＋w	ʃɔ＋w	ʃɔwɔɪx	ʃ	＋w	ʃ	＋w			
M3	2	ɔ		FALSE	ʃɔw	ʃɔw	ʃɔwkɔr	ʃ	w	ʃ	w			
M3	2	ɔ	全	TRUE	ʃɔ+x	ʃɔ+x	ʃɔxɔːrxɔx	ʃ	+x	ʃ	+x			
M3	2	ɔ		FALSE	ʃɔk	ʃɔk	ʃɔkʃim	ʃ	k	ʃ	k			
M3	2	ɔ		FALSE	ʃɔm	ʃɔm	ʃɔmwkɔr	ʃ	m	ʃ	m			
M3	2	ɔ		FALSE	ʃɔl	ʃɔl	ʃɔlwɔkɔr	ʃ	l	ʃ	l			
M3	2	ɔ		FALSE	ʃɔtʰ	ʃɔt	ʃɔtkɔr	ʃ	t	ʃ	tʰ			
M3	2	ɔ		FALSE	ʃɔl	ʃɔl	ʃɔltʃʰkɔr	ʃ	l	ʃ	l			
M3	2	ɔ		FALSE	ʃɔ+t	ʃɔ+t	ʃɔtɔŋ	ʃ	+t	ʃ	+t			
M3	2	ɔ		FALSE	ʃɔtʃ	ʃɔtʃ	ʃɔtʃkinɔx	ʃ	tʃ	ʃ	tʃ			
M3	2	ɔ		FALSE	ʃɔ＋r	ʃɔ＋r	ʃɔrɔŋ	ʃ	＋r	ʃ	＋r			
M3	2	ɔ		FALSE	ʃɔr	ʃɔr	ʃɔrwɔk	ʃ	r	ʃ	r			
M3	2	ʊ		FALSE	ʃʊm	ʃʊŋ	ʃʊŋwɐx	ʃ	ŋ	ʃ	m			
M3	2	ʊ		FALSE	ʃʊw	ʃʊw	ʃʊwtkɐr	ʃ	w	ʃ	w			
M3	2	ʊ		FALSE	ʃɔ＋k	ʃʊ＋k	ʃʊkɐm	ʃ	＋k	ʃ	＋k			
M3	2	ʊ		FALSE	ʃʊm	ʃʊm	ʃʊmbɐx	ʃ	m	ʃ	m			
M3	2	ʊ		FALSE	ʃʊ+l	ʃʊ+l	ʃʊlɐm	ʃ	+l	ʃ	+l			
M3	2	ʊ		FALSE	ʃʊl	ʃʊl	ʃʊltʰɐŋ	ʃ	l	ʃ	l			
M3	2	ʊ		FALSE	ʃʊ＋r	ʃʊ＋r	ʃʊrɐk	ʃ	＋r	ʃ	＋r			
M3	2	o		FALSE	ʃow	ʃow	ʃowkor	ʃ	w	ʃ	w			
M3	2	o		FALSE	ʃo＋w	ʃo＋w	ʃowoix	ʃ	＋w	ʃ	＋w			
M3	2	o		FALSE	ʃo+l	ʃo+l	ʃolorxok	ʃ	+l	ʃ	+l			
M3	2	o		FALSE	ʃol	ʃol	ʃolʃix	ʃ	l	ʃ	l			
M3	2	o		FALSE	ʃor	ʃor	ʃorwoix	ʃ	r	ʃ	r			
M3	2	o		FALSE	ʃo+r	ʃo+r	ʃorok	ʃ	+r	ʃ	+r			
M3	2	u		FALSE	ʃul	ʃul	ʃulxǝː	ʃ	l	ʃ	l			
M3	2	u		FALSE	ʃur	ʃur	ʃurkǝx	ʃ	r	ʃ	r			
M3	2	a		FALSE	tʰɐk	tʰɐŋ	tʰɐŋnɐx	tʰ	ŋ	tʰ	k			
M3	2	æ		FALSE	tʰæ+nʲ	tʰæ+nʲ	tʰænɐx	tʰ	+nʲ	tʰ	+nʲ			
M3	2	a		FALSE	tʰɐn	tʰɐn	tʰɐntʰɐr	tʰ	n	tʰ	n			
M3	2	a		FALSE	tʰɐ+w	tʰɐ+w	tʰɐwɐk	tʰ	+w	tʰ	+w			
M3	2	a		FALSE	tʰɐw	tʰɐw	tʰɐwtʊkɐr	tʰ	w	tʰ	w			
M3	2	æ	半	TRUE	tʰæx	tʰæx	tʰæxlɐk	tʰ	x	tʰ	x			
M3	2	æ		FALSE	tʰæ+x	tʰæ+x	tʰæxɐx	tʰ	+x	tʰ	+x			
M3	2	a	全	TRUE	tʰɐk	tʰɐk	tʰɐklɐx	tʰ	k	tʰ	k			
M3	2	a		FALSE	tʰɐm	tʰɐm	tʰɐmʃɐːx	tʰ	m	tʰ	m			
M3	2	a		FALSE	tʰɐ+m	tʰɐ+m	tʰɐmɐk	tʰ	+m	tʰ	+m			
M3	2	a		FALSE	tʰɐl	tʰɐl	tʰɐlwæː	tʰ	l	tʰ	l			
M3	2	a		FALSE	tʰɐ+l	tʰɐ+l	tʰɐlɐrxɐl	tʰ	+l	tʰ	+l			
M3	2	a		FALSE	tɐs	tʰɐs	tʰɐslɐx	tʰ	s	t	s			
M3	2	a		FALSE	tɐ+s	tʰɐ+s	tʰɐsɐrxæ	tʰ	+s	t	+s			
M3	2	æ		FALSE	tæ+ʃ	tʰæ+ʃ	tʰæʃʊːr	tʰ	+ʃ	t	+ʃ			
M3	2	a		FALSE	tɐʃ	tʰɐʃ	tʰɐʃrɐm	tʰ	ʃ	t	ʃ			
M3	2	a		FALSE	tɐtʰ	tʰɐ+tʰ	tʰɐtʰɐx	tʰ	+tʰ	t	tʰ			
M3	2	a		FALSE	tɐtʰ	tʰɐtʰ	tʰɐtʰkɐltʃɐx	tʰ	tʰ	t	tʰ			
M3	2	a		FALSE	tɐ+tʃʰ	tʰɐ+tʃʰ	tʰɐtʃʰir	tʰ	+tʃʰ	t	+tʃʰ			
M3	2	a		FALSE	tʰɐtʃʰ	tʰɐtʃʰ	tʰɐtʃʰkinɐx	tʰ	tʃʰ	tʰ	tʃʰ			
M3	2	a		FALSE	tʰɐ+j	tʰɐ+j	tʰɐjɐk	tʰ	+j	tʰ	+j			
M3	2	a		FALSE	tʰɐ+r	tʰɐ+r	tʰɐrɐk	tʰ	+r	tʰ	+r			
M3	2	a		FALSE	tʰɐr	tʰɐr	tʰɐrtʃʰlɐx	tʰ	r	tʰ	r			
M3	2	ǝ		FALSE	tʰǝ+n	tʰǝ+n	tʰǝnǝk	tʰ	+n	tʰ	+n			
M3	2	ǝ		FALSE	tʰǝn	tʰǝn	tʰǝnkǝr	tʰ	n	tʰ	n			
M3	2	ǝ		FALSE	tʰǝk	tʰǝŋ	tʰǝŋnʉːr	tʰ	ŋ	tʰ	k			
M3	2	ǝ		FALSE	tʰǝ+w	tʰǝ+w	tʰǝwǝk	tʰ	+w	tʰ	+w			
M3	2	ǝ		FALSE	tʰǝw	tʰǝw	tʰǝwrǝx	tʰ	w	tʰ	w	macron under aspiration		
M3	2	ǝ		FALSE	NA	tʰǝx	tʰǝxrǝx	tʰ	x	NA	NA			
M3	2	ǝ		FALSE	tʰǝ+k	tʰǝ+x	tʰǝxǝː	tʰ	+x	tʰ	+k			
M3	2	ǝ		FALSE	tǝk	tʰǝk	tʰǝkʃlǝx	tʰ	k	t	k	macron under aspiration		
M3	2	ǝ		FALSE	tʰǝ+k	tʰǝ+k	tʰǝkǝːt	tʰ	+k	tʰ	+k	macron under aspiration		
M3	2	ǝ		FALSE	tʰǝ+m	tʰǝ+m	tʰǝmǝː	tʰ	+m	tʰ	+m			
M3	2	ǝ		FALSE	tʰǝm	tʰǝm	tʰǝmtʃʰǝx	tʰ	m	tʰ	m			
M3	2	ǝ		FALSE	tǝl	tʰǝl	tʰǝltʃʰlǝx	tʰ	l	t	l			
M3	2	ǝ		FALSE	tʰǝ+l	tʰǝ+l	tʰǝlǝx	tʰ	+l	tʰ	+l			
M3	2	ǝ		FALSE	tǝs	tʰǝs	tʰǝswǝr	tʰ	s	t	s			
M3	2	ǝ		FALSE	tǝ+s	tʰǝ+s	tʰǝsǝx	tʰ	+s	t	+s			
M3	2	ǝ		FALSE	tǝ+ʃ	tʰǝ+ʃ	tʰǝʃǝx	tʰ	+ʃ	t	+ʃ			
M3	2	ǝ		FALSE	tǝʃ	tʰǝʃ	tʰǝʃtǝk	tʰ	ʃ	t	ʃ			
M3	2	ǝ		FALSE	tǝtʰ	tʰǝtʰ	tʰǝtʰkǝx	tʰ	tʰ	t	tʰ			
M3	2	ǝ		FALSE	tʰǝ+t	tʰǝ+t	tʰǝtuːl	tʰ	+t	tʰ	+t			
M3	2	ǝ		FALSE	tʰǝt	tʰǝt	tʰǝtnuːs	tʰ	t	tʰ	t			
M3	2	ǝ		FALSE	tʰǝ+tʃ	tʰǝ+tʃ	tʰǝtʃǝːx	tʰ	+tʃ	tʰ	+tʃ			
M3	2	ǝ		FALSE	tʰǝ+r	tʰǝ+r	tʰǝrǝk	tʰ	+r	tʰ	+r			
M3	2	ǝ		FALSE	tʰǝr	tʰǝr	tʰǝrkǝl	tʰ	r	tʰ	r			
M3	2	i		FALSE	tʰiŋ	tʰiŋ	tʰiŋxǝm	tʰ	ŋ	tʰ	ŋ			
M3	2	i		FALSE	tik	tʰik	tʰiklǝx	tʰ	k	t	k			
M3	2	i		FALSE	ti+tʰ	tʰi+tʰ	tʰitʰǝw	tʰ	+tʰ	t	+tʰ			
M3	2	œ		FALSE	tʰœn	tʰœn	tʰœnlɔx	tʰ	n	tʰ	n			
M3	2	ɔ		FALSE	tʰɔ+n	tʰɔ+n	tʰɔnɔx	tʰ	+n	tʰ	+n			
M3	2	ɔ		FALSE	tʰɔŋ	tʰɔŋ	tʰɔŋkɔix	tʰ	ŋ	tʰ	ŋ			
M3	2	ɔ		FALSE	tʰɔ+w	tʰɔ+w	tʰɔwɔix	tʰ	+w	tʰ	+w			
M3	2	ɔ		FALSE	tɔw	tʰɔw	tʰɔwtʃʰilɔx	tʰ	w	t	w			
M3	2	ɔ		FALSE	tɔ+x	tʰɔ+x	tʰɔxɔːl	tʰ	+x	t	+x			
M3	2	œ		FALSE	tœx	tʰœx	tʰœxrɔx	tʰ	x	t	x			
M3	2	ɔ		FALSE	tɔk	tʰɔk	tʰɔktʰwɔr	tʰ	k	t	k			
M3	2	ɔ		FALSE	tʰɔ+k	tʰɔ+k	tʰɔkɔː	tʰ	+k	tʰ	+k			
M3	2	œ		FALSE	tʰœm	tʰœm	tʰœmlɔx	tʰ	m	tʰ	m			
M3	2	ɔ		FALSE	tʰɔ+m	tʰɔ+m	tʰɔmɔː	tʰ	+m	tʰ	+m			
M3	2	ɔ		FALSE	tʰɔl	tʰɔl	tʰɔlkɔi	tʰ	l	tʰ	l			
M3	2	ɔ		FALSE	tɔ+s	tʰɔ+s	tʰɔsɔn	tʰ	+s	t	+s			
M3	2	ɔ		FALSE	tʰɔs	tʰɔs	tʰɔslɔx	tʰ	s	tʰ	s			
M3	2	ɔ		FALSE	tʰɔt	tʰɔt	tʰɔtlɔx	tʰ	t	tʰ	t			
M3	2	ɔ		FALSE	tʰɔ+t	tʰɔ+t	tʰɔtɔrxɔi	tʰ	+t	tʰ	+t			
M3	2	ɔ		FALSE	tʰɔ+tʃ	tʰɔ+tʃ	tʰɔtʃɔŋ	tʰ	+tʃ	tʰ	+tʃ			
M3	2	ɔ		FALSE	tʰɔtʃ	tʰɔtʃ	tʰɔtʃkɔr	tʰ	tʃ	tʰ	tʃ			
M3	2	ɔ		FALSE	tʰɔ+r	tʰɔ+r	tʰɔrɔx	tʰ	+r	tʰ	+r			
M3	2	ɔ		FALSE	tʰɔr	tʰɔr	tʰɔrkɔːx	tʰ	r	tʰ	r			
M3	2	ʊ		FALSE	tʰʊ+n	tʰʊ+n	tʰʊnɐx	tʰ	+n	tʰ	+n			
M3	2	ʊ		FALSE	tʰʊn	tʰʊn	tʰʊntɐs	tʰ	n	tʰ	n			
M3	2	ʊ		FALSE	tʰʊŋ	tʰʊŋ	tʰʊŋkɐːx	tʰ	ŋ	tʰ	ŋ			
M3	2	ʊ		FALSE	tʰʊ+x	tʰʊ+x	tʰʊxɐilɐx	tʰ	+x	tʰ	+x			
M3	2	ʊ		FALSE	tʰʊ+k	tʰʊ+k	tʰʊkɐl	tʰ	+k	tʰ	+k			
M3	2	ʊ		FALSE	tʊk	tʰʊk	tʰʊktʰɐm	tʰ	k	t	k			
M3	2	ʊ		FALSE	tʊm	tʰʊm	tʰʊmwɐkɐr	tʰ	m	t	m			
M3	2	ʊ		FALSE	tʊ+l	tʰʊ+l	tʰʊlɐːs	tʰ	+l	t	+l	macron over t		
M3	2	ʊ		FALSE	tʰʊl	tʰʊl	tʰʊlkʊːr	tʰ	l	tʰ	l			
M3	2	ʊ		FALSE	tʰʊs	tʰʊs	tʰʊslɐx	tʰ	s	tʰ	s			
M3	2	ʊ		FALSE	tʰʊ+ʃ	tʰʊ+ʃ	tʰʊʃɐːx	tʰ	+ʃ	tʰ	+ʃ			
M3	2	ʊ		FALSE	tʊʃ	tʰʊʃ	tʰʊʃtɐk	tʰ	ʃ	t	ʃ			
M3	2	ʊ		FALSE	tʊ+s	tʰʊ+s	tʰʊsɐltʰ	tʰ	+s	t	+s	macron over t		
M3	2	ʊ		FALSE	tʊ+tʰ	tʰʊ+tʰ	tʰʊtʰɐm	tʰ	+tʰ	t	+tʰ	macron over t		
M3	2	ʊ		FALSE	tʰɔt	tʰʊtʰ	tʰʊtʰrɐk	tʰ	tʰ	tʰ	t			
M3	2	ʊ		FALSE	tʰʊtʃ	tʰʊtʃ	tʰʊtʃrɐx	tʰ	tʃ	tʰ	tʃ			
M3	2	ʊ		FALSE	tʰʊ+j	tʰʊ+j	tʰʊjɐːlɐx	tʰ	+j	tʰ	+j			
M3	2	ʊ		FALSE	tʰʊj	tʰʊj	tʰʊjtʃʰix	tʰ	j	tʰ	j			
M3	2	ʊ		FALSE	tʊr	tʰʊr	tʰʊrʃix	tʰ	r	t	r			
M3	2	ʊ		FALSE	tʰʊ+r	tʰʊ+r	tʰʊrɐx	tʰ	+r	tʰ	+r			
M3	2	o		FALSE	tʰo+w	tʰo+w	tʰowoŋx	tʰ	+w	tʰ	+w			
M3	2	o		FALSE	tʰow	tʰow	tʰowxonox	tʰ	w	tʰ	w			
M3	2	o		FALSE	NA	tʰo+x	tʰoxoː	tʰ	+x	NA	NA			
M3	2	o		FALSE	tʰok	tʰok	tʰokrok	tʰ	k	tʰ	k			
M3	2	o		FALSE	tʰo+m	tʰo+m	tʰomos	tʰ	+m	tʰ	+m			
M3	2	o		FALSE	tʰom	tʰom	tʰomwokor	tʰ	m	tʰ	m			
M3	2	o		FALSE	tʰol	tʰol	tʰolwor	tʰ	l	tʰ	l			
M3	2	o		FALSE	tʰo+l	tʰo+l	tʰoloː	tʰ	+l	tʰ	+l			
M3	2	o		FALSE	to+s	tʰo+s	tʰosow	tʰ	+s	t	+s			
M3	2	o		FALSE	tos	tʰos	tʰostʰoi	tʰ	s	t	s			
M3	2	o		FALSE	tʰo+r	tʰo+r	tʰorox	tʰ	+r	tʰ	+r			
M3	2	o		FALSE	tor	tʰor	tʰorxom	tʰ	r	t	r			
M3	2	u		FALSE	tʰu+n	tʰu+n	tʰunǝr	tʰ	+n	tʰ	+n			
M3	2	u		FALSE	tʰun	tʰun	tʰuntʰkǝr	tʰ	n	tʰ	n			
M3	2	u		FALSE	tʰuŋ	tʰuŋ	tʰuŋxǝkǝr	tʰ	ŋ	tʰ	ŋ			
M3	2	u		FALSE	tʰu+w	tʰu+w	tʰuwǝk	tʰ	+w	tʰ	+w			
M3	2	u		FALSE	tʰuw	tʰuw	tʰuwʃin	tʰ	w	tʰ	w			
M3	2	u		FALSE	tu+x	tʰu+k	tʰukǝx	tʰ	+k	t	+x			
M3	2	u		FALSE	tuk	tʰuk	tʰukʃix	tʰ	k	t	k			
M3	2	u		FALSE	tʰu+m	tʰu+m	tʰumǝn	tʰ	+m	tʰ	+m			
M3	2	u		FALSE	tʰum	tʰum	tʰumwǝkǝr	tʰ	m	tʰ	m			
M3	2	u		FALSE	tʰu+l	tʰu+l	tʰulǝx	tʰ	+l	tʰ	+l			
M3	2	u		FALSE	tul	tʰul	tʰulxǝx	tʰ	l	t	l			
M3	2	u		FALSE	tu+ʃ	tʰu+ʃ	tʰuʃik	tʰ	+ʃ	t	+ʃ			
M3	2	u		FALSE	tuʃ	tʰuʃ	tʰuʃlǝk	tʰ	ʃ	t	ʃ			
M3	2	u		FALSE	tʰu+t	tʰu+t	tʰutǝk	tʰ	+t	tʰ	+t			
M3	2	u		FALSE	tʰut	tʰut	tʰutkǝltʃǝl	tʰ	t	tʰ	t			
M3	2	u		FALSE	tʰutʃʰ	tʰutʃʰ	tʰutʃʰkǝnǝx	tʰ	tʃʰ	tʰ	tʃʰ			
M3	2	u		FALSE	tʰutʃ	tʰutʃ	tʰutʃkǝr	tʰ	tʃ	tʰ	tʃ			
M3	2	u		FALSE	tʰu+tʃ	tʰu+tʃ	tʰutʃir	tʰ	+tʃ	tʰ	+tʃ			
M3	2	u		FALSE	tʰu+r	tʰu+r	tʰuriː	tʰ	+r	tʰ	+r			
M3	2	u		FALSE	tʰur	tʰur	tʰurkǝn	tʰ	r	tʰ	r			
M3	2	a		FALSE	tɐn	tɐn	tɐntʃʊːr	t	n	t	n			
M3	2	a		FALSE	tɐ+w	tɐ+w	tɐwɐx	t	+w	t	+w			
M3	2	a		FALSE	tɐw	tɐw	tɐwtʰɐx	t	w	t	w			
M3	2	a		FALSE	tɐ+x	tɐ+x	tɐxix	t	+x	t	+x			
M3	2	a		FALSE	tɐk	tɐk	tɐkwʊr	t	k	t	k			
M3	2	a		FALSE	tɐ+k	tɐ+k	tɐkɐx	t	+k	t	+k			
M3	2	a		FALSE	tɐm	tɐm	tɐmnɐx	t	m	t	m			
M3	2	a		FALSE	tɐ+l	tɐ+l	tɐlæːx	t	+l	t	+l			
M3	2	a		FALSE	tɐl	tɐl	tɐllɐx	t	l	t	l			
M3	2	a		FALSE	tɐʃ	tɐʃ	tɐʃmɐk	t	ʃ	t	ʃ			
M3	2	a		FALSE	tɐ+s	tɐ+s	tɐsɐltʃʰɐx	t	+s	t	+s			
M3	2	a		FALSE	tɐs	tɐs	tɐskɐl	t	s	t	s			
M3	2	a		FALSE	tɐt	tɐt	tɐtkɐl	t	t	t	t			
M3	2	a		FALSE	tɐ+t	tɐ+t	tɐtɐx	t	+t	t	+t			
M3	2	a		FALSE	tɐ+tʃ	tɐ+tʃ	tɐtʃin	t	+tʃ	t	+tʃ			
